px,py,pz,vx,vy,vz,q1,q2,q3,q4,GPS_px,GPS_py,GPS_pz,IMU_vx,IMU_vy,IMU_vz
4.991541009,-2.994924605,1.996616404,0.000845899,-0.000507539,0.00033836,1,0,0,0,4.890505041,-2.983109334,2.011106658,0.005615244,0.003937339,-0.01309729
4.991625599,-2.994975359,1.996650239,0.00083744,-0.000502464,0.000334976,1,0,0,0,5.019707269,-2.807828752,2.049323477,-0.009457452,-0.00723844,-0.01266569
4.991709343,-2.995025606,1.996683737,0.000829066,-0.000497439,0.000331626,1,0,0,0,4.969767587,-3.231977785,1.938739192,-0.004488718,0.00281854,-0.006021814
4.991792249,-2.99507535,1.9967169,0.000820775,-0.000492465,0.00032831,1,0,0,0,5.269042087,-2.906038913,1.925421207,-0.005280753,-0.017872938,-0.007188424
4.991874327,-2.995124596,1.996749731,0.000812567,-0.00048754,0.000325027,1,0,0,0,5.00104588,-3.104712137,2.057410031,-0.007533729,0.003758915,0.003439986
4.991955584,-2.99517335,1.996782233,0.000804442,-0.000482665,0.000321777,1,0,0,0,5.039800005,-3.286595007,1.827019211,-0.016141523,-0.005876674,0.006858156
4.992036028,-2.995221617,1.996814411,0.000796397,-0.000477838,0.000318559,1,0,0,0,5.064774648,-3.059546894,2.26437787,0.000550446,-0.012833883,0.00757828
4.992115667,-2.9952694,1.996846267,0.000788433,-0.00047306,0.000315373,1,0,0,0,4.923204752,-2.90132507,2.088516064,0.019024532,-0.011194898,-0.012326126
4.992194511,-2.995316706,1.996877804,0.000780549,-0.000468329,0.00031222,1,0,0,0,4.98681923,-2.86882237,2.100747818,0.014216717,-0.017578879,0.013354581
4.992272566,-2.995363539,1.996909026,0.000772743,-0.000463646,0.000309097,1,0,0,0,4.921982853,-3.000520612,2.136552848,-0.004088186,-0.011971606,0.005811156
4.99234984,-2.995409904,1.996939936,0.000765016,-0.00045901,0.000306006,1,0,0,0,4.852038519,-2.965058727,2.055677016,-0.007459322,-0.007716225,0.009588577
4.992426342,-2.995455805,1.996970537,0.000757366,-0.00045442,0.000302946,1,0,0,0,5.035785403,-2.883720887,2.025984938,-0.004650769,-0.005818669,0.00895059
4.992502078,-2.995501247,1.997000831,0.000749792,-0.000449875,0.000299917,1,0,0,0,5.058626482,-2.871083004,2.046178308,-0.017748983,-0.001137356,0.01029741
4.992577057,-2.995546234,1.997030823,0.000742294,-0.000445377,0.000296918,1,0,0,0,4.993061467,-2.929353615,1.981476517,-0.014633195,0.002824762,0.002117705
4.992651287,-2.995590772,1.997060515,0.000734871,-0.000440923,0.000293949,1,0,0,0,5.002462923,-3.013861975,1.987578115,-0.017467281,-0.010569152,-0.001252964
4.992724774,-2.995634864,1.99708991,0.000727523,-0.000436514,0.000291009,1,0,0,0,4.985661056,-3.103733257,1.867066524,-0.002424431,0.005833827,0.002096795
4.992797526,-2.995678516,1.99711901,0.000720247,-0.000432148,0.000288099,1,0,0,0,4.913212359,-2.904797013,2.034246945,0.005856042,0.011710545,-0.003465096
4.992869551,-2.995721731,1.99714782,0.000713045,-0.000427827,0.000285218,1,0,0,0,4.859459375,-2.893660787,1.960145906,0.00131457,0.009586177,0.001840349
4.992940855,-2.995764513,1.997176342,0.000705914,-0.000423549,0.000282366,1,0,0,0,4.955783448,-3.030600575,2.018735132,-0.003193434,0.018542414,0.005824427
4.993011447,-2.995806868,1.997204579,0.000698855,-0.000419313,0.000279542,1,0,0,0,5.056680146,-3.082455283,1.876497079,0.014548512,-0.020287205,-0.01865181
4.993081332,-2.995848799,1.997232533,0.000691867,-0.00041512,0.000276747,1,0,0,0,5.082404101,-3.022808244,2.014537949,0.004123549,-0.005014383,-0.004379956
4.993150519,-2.995890311,1.997260208,0.000684948,-0.000410969,0.000273979,1,0,0,0,4.833386576,-3.079731089,1.963384181,-0.011186063,0.015856826,-0.006135811
4.993219014,-2.995931408,1.997287606,0.000678099,-0.000406859,0.000271239,1,0,0,0,4.860868534,-3.054923396,1.869448571,0.000184443,0.007812973,-0.006408832
4.993286824,-2.995972094,1.997314729,0.000671318,-0.000402791,0.000268527,1,0,0,0,4.936423158,-2.935813001,1.904223218,-0.001537751,0.002648914,-0.000726546
4.993353956,-2.996012373,1.997341582,0.000664604,-0.000398763,0.000265842,1,0,0,0,4.966504136,-2.964492008,2.064912298,0.016983844,-0.016626338,-0.009169996
4.993420416,-2.99605225,1.997368166,0.000657958,-0.000394775,0.000263183,1,0,0,0,4.951690279,-3.079721338,1.964458705,-0.013046326,-0.001508088,-0.004246883
4.993486212,-2.996091727,1.997394485,0.000651379,-0.000390827,0.000260552,1,0,0,0,5.174541803,-2.911877848,1.889120261,0.000421716,-0.008386823,0.02144322
4.99355135,-2.99613081,1.99742054,0.000644865,-0.000386919,0.000257946,1,0,0,0,4.933063768,-2.929602924,1.891221508,-0.000799709,0.02188001,0.000564788
4.993615836,-2.996169502,1.997446334,0.000638416,-0.00038305,0.000255367,1,0,0,0,4.908672317,-3.057753031,2.118378036,-0.008372062,-0.016652641,0.003962306
4.993679678,-2.996207807,1.997471871,0.000632032,-0.000379219,0.000252813,1,0,0,0,4.825375927,-2.846133846,1.838011931,-0.004956123,-0.015765942,0.002787068
4.993742881,-2.996245729,1.997497152,0.000625712,-0.000375427,0.000250285,1,0,0,0,5.12616378,-2.970030525,2.052869168,-0.001901826,-0.009374023,-0.0063078
4.993805452,-2.996283271,1.997522181,0.000619455,-0.000371673,0.000247782,1,0,0,0,4.962498421,-2.877982933,1.904069757,0.000239937,0.012005594,0.000275874
4.993867398,-2.996320439,1.997546959,0.00061326,-0.000367956,0.000245304,1,0,0,0,4.879458053,-3.133791375,2.039002854,-0.004824837,0.00704232,0.012675223
4.993928724,-2.996357234,1.997571489,0.000607128,-0.000364277,0.000242851,1,0,0,0,4.995294944,-3.103623027,1.838746413,-0.002509451,-0.010484297,-0.015614494
4.993989436,-2.996393662,1.997595775,0.000601056,-0.000360634,0.000240423,1,0,0,0,5.069665949,-2.909412751,1.93597786,0.014478762,-0.006433017,0.003037537
4.994049542,-2.996429725,1.997619817,0.000595046,-0.000357027,0.000238018,1,0,0,0,5.064669208,-2.872292088,1.960691317,-0.016815281,0.014286322,-0.003213165
4.994109047,-2.996465428,1.997643619,0.000589095,-0.000353457,0.000235638,1,0,0,0,4.953824862,-2.867844157,1.896782573,-0.001864323,-0.021774523,0.003927441
4.994167956,-2.996500774,1.997667182,0.000583204,-0.000349923,0.000233282,1,0,0,0,4.965407935,-3.058361483,1.88831642,-0.001371256,0.011313406,-0.003176548
4.994226277,-2.996535766,1.997690511,0.000577372,-0.000346423,0.000230949,1,0,0,0,5.019401929,-3.085686666,2.026362033,0.004614786,-0.007549042,-0.001582601
4.994284014,-2.996570408,1.997713606,0.000571599,-0.000342959,0.000228639,1,0,0,0,4.936169013,-3.114121898,2.06514289,-0.003556681,-0.010589594,-0.001580868
4.994341174,-2.996604704,1.99773647,0.000565883,-0.00033953,0.000226353,1,0,0,0,4.792521557,-2.962362665,1.902917784,-0.003741587,0.015503247,-0.009663222
4.994397762,-2.996638657,1.997759105,0.000560224,-0.000336134,0.00022409,1,0,0,0,5.040186742,-2.941193603,1.973925205,-0.017062326,0.002565951,-0.00018678
4.994453784,-2.996672271,1.997781514,0.000554622,-0.000332773,0.000221849,1,0,0,0,4.918890299,-2.788765602,2.019595535,0.009272521,0.019523923,-0.005428966
4.994509247,-2.996705548,1.997803699,0.000549075,-0.000329445,0.00021963,1,0,0,0,5.011294324,-2.797986658,1.933756121,-0.007076654,-0.001913222,0.008559263
4.994564154,-2.996738492,1.997825662,0.000543585,-0.000326151,0.000217434,1,0,0,0,5.018109349,-2.978495035,2.182349947,-0.000541714,-0.026227603,0.003419714
4.994618513,-2.996771108,1.997847405,0.000538149,-0.000322889,0.000215259,1,0,0,0,5.118217793,-2.938743057,1.756708712,-0.011399987,-0.005992094,0.011051875
4.994672327,-2.996803396,1.997868931,0.000532767,-0.00031966,0.000213107,1,0,0,0,4.958072202,-2.86784322,1.974699069,-0.010028561,0.021905006,0.000924406
4.994725604,-2.996835362,1.997890242,0.00052744,-0.000316464,0.000210976,1,0,0,0,5.094862457,-2.895919253,1.987366199,0.01196763,0.00336709,-0.00502693
4.994778348,-2.996867009,1.997911339,0.000522165,-0.000313299,0.000208866,1,0,0,0,5.056136814,-3.065365738,2.00305596,0.006756718,-0.008615663,0.011898439
4.994830565,-2.996898339,1.997932226,0.000516944,-0.000310166,0.000206777,1,0,0,0,5.106834037,-2.930828558,2.182999711,0.006943133,-0.010618394,0.008649021
4.994882259,-2.996929355,1.997952904,0.000511774,-0.000307064,0.00020471,1,0,0,0,4.998643686,-2.968619846,2.024338927,0.000953183,0.009403367,0.0147409
4.994933436,-2.996960062,1.997973375,0.000506656,-0.000303994,0.000202663,1,0,0,0,4.997205398,-3.12749017,2.023459898,-0.002020737,0.00625011,-0.006095437
4.994984102,-2.996990461,1.997993641,0.00050159,-0.000300954,0.000200636,1,0,0,0,5.007818615,-2.940864858,2.10394596,0.011367248,0.014692596,0.007601362
4.995034261,-2.997020557,1.998013704,0.000496574,-0.000297944,0.00019863,1,0,0,0,4.967382407,-2.897230601,1.958110829,-0.013936298,-0.017488973,0.005175477
4.995083918,-2.997050351,1.998033567,0.000491608,-0.000294965,0.000196643,1,0,0,0,4.965042169,-2.851219426,2.320061453,-0.016484443,-0.006183,-0.001134692
4.995133079,-2.997079848,1.998053232,0.000486692,-0.000292015,0.000194677,1,0,0,0,5.070474622,-2.845099471,1.890227822,0.001267322,0.009391518,-0.017568253
4.995181748,-2.997109049,1.998072699,0.000481825,-0.000289095,0.00019273,1,0,0,0,5.165769952,-3.036716629,1.978669385,-0.002112324,-0.007645814,0.01847545
4.995229931,-2.997137959,1.998091972,0.000477007,-0.000286204,0.000190803,1,0,0,0,5.087366705,-3.138218086,2.130248305,0.011524742,0.005488615,-0.005732989
4.995277632,-2.997166579,1.998111053,0.000472237,-0.000283342,0.000188895,1,0,0,0,5.042357228,-2.923581816,2.08157321,0.010615684,-0.006322885,-0.004034786
4.995324855,-2.997194913,1.998129942,0.000467514,-0.000280509,0.000187006,1,0,0,0,4.919221525,-2.955040216,1.933055276,-0.000283955,-0.014997084,-0.024396805
4.995371607,-2.997222964,1.998148643,0.000462839,-0.000277704,0.000185136,1,0,0,0,5.046554913,-2.881166429,2.094454841,0.011650791,-0.021705123,-0.00198781
4.995417891,-2.997250734,1.998167156,0.000458211,-0.000274927,0.000183284,1,0,0,0,4.942892556,-2.89298608,1.934573536,-0.00305206,-0.000338715,0.002104147
4.995463712,-2.997278227,1.998185485,0.000453629,-0.000272177,0.000181452,1,0,0,0,5.072859793,-3.046708162,1.972131809,-0.007635942,-0.013854975,-0.002560254
4.995509075,-2.997305445,1.99820363,0.000449093,-0.000269456,0.000179637,1,0,0,0,4.918825386,-3.030786189,1.875110202,0.011671891,-0.005229079,0.011426028
4.995553984,-2.99733239,1.998221594,0.000444602,-0.000266761,0.000177841,1,0,0,0,5.027547105,-3.036698853,1.95015542,0.012010724,0.007490918,-0.000828161
4.995598444,-2.997359066,1.998239378,0.000440156,-0.000264093,0.000176062,1,0,0,0,5.06587719,-3.074155811,2.100977547,0.007253949,0.011150293,0.00053878
4.99564246,-2.997385476,1.998256984,0.000435754,-0.000261452,0.000174302,1,0,0,0,4.974988484,-2.953695663,1.941857851,-0.000561125,-0.012017666,-0.000158614
4.995686035,-2.997411621,1.998274414,0.000431396,-0.000258838,0.000172559,1,0,0,0,5.149237454,-2.973535053,1.917149741,0.011206369,0.002509746,0.026123899
4.995729175,-2.997437505,1.99829167,0.000427083,-0.00025625,0.000170833,1,0,0,0,5.017016828,-2.872173754,1.94934126,-0.002804212,0.004651035,0.009896538
4.995771883,-2.99746313,1.998308753,0.000422812,-0.000253687,0.000169125,1,0,0,0,5.028989485,-3.096391334,2.000676883,-0.009205958,-0.00705787,0.009709177
4.995814164,-2.997488498,1.998325666,0.000418584,-0.00025115,0.000167433,1,0,0,0,5.017792232,-3.067282961,2.002016033,-0.0163987,-0.012290871,0.026250198
4.995856022,-2.997513613,1.998342409,0.000414398,-0.000248639,0.000165759,1,0,0,0,5.032373377,-2.848939144,1.984189088,0.019423521,0.005022858,-0.008120493
4.995897462,-2.997538477,1.998358985,0.000410254,-0.000246152,0.000164102,1,0,0,0,5.176510871,-2.921338736,2.099989285,-0.015296695,0.003326473,-0.013043627
4.995938488,-2.997563093,1.998375395,0.000406151,-0.000243691,0.00016246,1,0,0,0,4.886098177,-3.034025996,2.015318149,-0.00063649,-0.007825838,0.004279966
4.995979103,-2.997587462,1.998391641,0.00040209,-0.000241254,0.000160836,1,0,0,0,4.913775758,-2.871021204,1.793639588,0.007004663,0.007961931,-0.011261599
4.996019312,-2.997611587,1.998407725,0.000398069,-0.000238841,0.000159228,1,0,0,0,4.941467707,-3.055767428,2.137160163,-0.020252483,0.009289651,-0.012699777
4.996059119,-2.997635471,1.998423647,0.000394088,-0.000236453,0.000157635,1,0,0,0,5.223647851,-2.953867198,2.094409814,-0.00775138,-0.008288839,0.004884296
4.996098527,-2.997659116,1.998439411,0.000390147,-0.000234088,0.000156059,1,0,0,0,4.903793474,-2.849553147,2.086054599,0.002115453,-0.016497895,-0.00461196
4.996137542,-2.997682525,1.998455017,0.000386246,-0.000231747,0.000154498,1,0,0,0,5.083742488,-2.86266513,2.030997962,-0.011189317,-0.004504653,-0.008062572
4.996176167,-2.9977057,1.998470467,0.000382383,-0.00022943,0.000152953,1,0,0,0,5.065646308,-3.077064853,1.992483713,0.013077384,0.001056014,0.009450803
4.996214405,-2.997728643,1.998485762,0.000378559,-0.000227136,0.000151424,1,0,0,0,4.882186384,-2.906907694,1.850244326,-0.012629889,-0.001042061,0.00736637
4.996252261,-2.997751357,1.998500904,0.000374774,-0.000224864,0.00014991,1,0,0,0,4.861878424,-3.014624065,2.130461457,0.005945058,0.00338336,0.012696575
4.996289738,-2.997773843,1.998515895,0.000371026,-0.000222616,0.00014841,1,0,0,0,4.974613479,-2.730364492,2.235283599,-0.004723587,-0.000741705,-0.00440231
4.996326841,-2.997796105,1.998530736,0.000367316,-0.00022039,0.000146926,1,0,0,0,4.839476097,-2.801425702,1.779406972,-0.008880534,-0.007679308,0.015628478
4.996363573,-2.997818144,1.998545429,0.000363643,-0.000218186,0.000145457,1,0,0,0,4.950787982,-3.0662438,2.023752244,-0.002897806,-0.004121467,-0.019838245
4.996399937,-2.997839962,1.998559975,0.000360006,-0.000216004,0.000144003,1,0,0,0,5.072832608,-2.965731004,1.974312309,4.25E-05,0.005866281,0.001188057
4.996435938,-2.997861563,1.998574375,0.000356406,-0.000213844,0.000142562,1,0,0,0,4.899188606,-2.88870849,1.983429909,0.017026167,0.012432883,0.005205426
4.996471578,-2.997882947,1.998588631,0.000352842,-0.000211705,0.000141137,1,0,0,0,4.873140636,-3.046914216,1.987967441,-0.006854785,-0.011634614,0.007064812
4.996506862,-2.997904117,1.998602745,0.000349314,-0.000209588,0.000139726,1,0,0,0,4.989637886,-2.859688185,1.952746711,0.022508741,0.005129465,-0.022153079
4.996541794,-2.997925076,1.998616717,0.000345821,-0.000207492,0.000138328,1,0,0,0,4.763082836,-3.179208111,2.084635469,0.006862741,0.004198572,-0.01696637
4.996576376,-2.997945825,1.99863055,0.000342362,-0.000205417,0.000136945,1,0,0,0,4.897712066,-3.18417388,1.75606027,0.011144924,-0.00563671,-0.006896866
4.996610612,-2.997966367,1.998644245,0.000338939,-0.000203363,0.000135576,1,0,0,0,4.980377994,-2.96693249,1.921561773,-0.0192003,0.015988232,0.005508243
4.996644506,-2.997986704,1.998657802,0.000335549,-0.00020133,0.00013422,1,0,0,0,4.915078295,-3.165738209,2.020092666,0.015508944,-0.011374016,0.008492123
4.996678061,-2.998006837,1.998671224,0.000332194,-0.000199316,0.000132878,1,0,0,0,4.774750234,-3.01900711,1.8643649,0.0024233,-0.004045816,0.002050333
4.99671128,-2.998026768,1.998684512,0.000328872,-0.000197323,0.000131549,1,0,0,0,4.837056211,-2.965090173,2.144942374,-0.010696414,0.006206144,-0.014461165
4.996744167,-2.9980465,1.998697667,0.000325583,-0.00019535,0.000130233,1,0,0,0,5.087538301,-3.144449693,1.940943707,0.006355052,0.00078415,0.003175927
4.996776726,-2.998066035,1.99871069,0.000322327,-0.000193396,0.000128931,1,0,0,0,4.939840578,-3.055208139,2.009949349,0.028853078,-0.010568888,-0.005637143
4.996808959,-2.998085375,1.998723583,0.000319104,-0.000191462,0.000127642,1,0,0,0,4.988969163,-2.94239229,1.937980908,-0.008359061,0.017034772,0.009034497
4.996840869,-2.998104521,1.998736348,0.000315913,-0.000189548,0.000126365,1,0,0,0,4.845588818,-2.854785871,2.075937338,0.008902716,-0.008603212,-0.00225508
4.99687246,-2.998123476,1.998748984,0.000312754,-0.000187652,0.000125102,1,0,0,0,4.828023213,-2.909441365,2.090813281,-0.01055693,0.007214844,0.007758821
4.996903736,-2.998142241,1.998761494,0.000309626,-0.000185776,0.000123851,1,0,0,0,5.190153002,-2.977355381,2.062615942,-0.009880208,-0.016103696,-0.004256675
4.996934698,-2.998160819,1.998773879,0.00030653,-0.000183918,0.000122612,1,0,0,0,4.945515151,-3.126462735,2.056186949,0.015597065,0.002441736,-0.007022075
4.996965351,-2.998179211,1.998786141,0.000303465,-0.000182079,0.000121386,1,0,0,0,5.100326574,-3.048891153,2.027496878,0.006750101,0.00417839,0.005802231
4.996995698,-2.998197419,1.998798279,0.00030043,-0.000180258,0.000120172,1,0,0,0,5.078048446,-3.015108524,2.103519407,0.003791393,-0.002043819,0.006873186
4.997025741,-2.998215444,1.998810296,0.000297426,-0.000178456,0.00011897,1,0,0,0,4.983110075,-3.214724622,2.026935314,-0.01335475,-0.011900808,-0.011919819
4.997055483,-2.99823329,1.998822193,0.000294452,-0.000176671,0.000117781,1,0,0,0,5.108792554,-2.820968817,1.945357824,0.001258099,0.001817166,-0.00926489
4.997084929,-2.998250957,1.998833971,0.000291507,-0.000174904,0.000116603,1,0,0,0,5.075871838,-3.023699164,2.031382997,0.016392778,0.005575803,-0.028130642
4.997114079,-2.998268448,1.998845632,0.000288592,-0.000173155,0.000115437,1,0,0,0,4.852182265,-3.026982573,1.960640046,-0.007691879,-0.007638843,-0.00890768
4.997142938,-2.998285763,1.998857175,0.000285706,-0.000171424,0.000114282,1,0,0,0,4.838495671,-3.025511599,2.09275719,-0.000775779,0.002817713,-0.021938578
4.997171509,-2.998302905,1.998868604,0.000282849,-0.000169709,0.00011314,1,0,0,0,4.951677533,-2.800034411,2.078260653,-0.002964441,-0.002961742,0.008731522
4.997199794,-2.998319876,1.998879918,0.000280021,-0.000168012,0.000112008,1,0,0,0,4.984358743,-2.964141458,2.061659619,0.004188683,-0.023687338,0.002402062
4.997227796,-2.998336678,1.998891118,0.00027722,-0.000166332,0.000110888,1,0,0,0,4.99250309,-2.91200395,2.017566322,0.010102264,0.016503098,-0.001089906
4.997255518,-2.998353311,1.998902207,0.000274448,-0.000164669,0.000109779,1,0,0,0,4.95634831,-3.018743466,1.923597043,-0.004048247,-0.014290883,-0.019484548
4.997282963,-2.998369778,1.998913185,0.000271704,-0.000163022,0.000108681,1,0,0,0,4.929924072,-2.988093727,1.982428158,0.012015493,-0.010085463,0.002830746
4.997310133,-2.99838608,1.998924053,0.000268987,-0.000161392,0.000107595,1,0,0,0,5.040121747,-2.961476178,2.148955438,-0.008126769,-0.003693071,0.019788636
4.997337032,-2.998402219,1.998934813,0.000266297,-0.000159778,0.000106519,1,0,0,0,4.918037324,-2.935418084,2.022786554,0.008995774,0.017155896,-0.010241861
4.997363662,-2.998418197,1.998945465,0.000263634,-0.00015818,0.000105454,1,0,0,0,5.027660567,-2.982154989,2.074449898,-0.01747905,0.005499991,-0.002947391
4.997390025,-2.998434015,1.99895601,0.000260997,-0.000156598,0.000104399,1,0,0,0,4.913381297,-3.07459786,1.910100813,-0.010389142,-0.002399123,-0.006476321
4.997416125,-2.998449675,1.99896645,0.000258388,-0.000155033,0.000103355,1,0,0,0,5.056498356,-3.068077311,1.915135758,0.005753489,-0.028929897,-0.013390064
4.997441964,-2.998465178,1.998976785,0.000255804,-0.000153482,0.000102321,1,0,0,0,4.902606487,-3.089273784,1.802668906,0.003088001,0.006267094,0.005470317
4.997467544,-2.998480526,1.998987018,0.000253246,-0.000151947,0.000101298,1,0,0,0,4.992889127,-2.781687864,1.951423873,0.001438853,0.006197341,0.011064556
4.997492868,-2.998495721,1.998997147,0.000250713,-0.000150428,0.000100285,1,0,0,0,5.085310325,-3.10423084,1.990207473,-2.79E-05,-0.021723461,-0.013425307
4.99751794,-2.998510764,1.999007176,0.000248206,-0.000148924,9.93E-05,1,0,0,0,5.024045794,-3.080065335,1.82855062,-0.004101513,-0.010038629,0.003101172
4.99754276,-2.998525656,1.999017104,0.000245724,-0.000147434,9.83E-05,1,0,0,0,5.035055314,-2.999325632,2.129058098,-0.001992035,0.002012343,0.013374955
4.997567333,-2.9985404,1.999026933,0.000243267,-0.00014596,9.73E-05,1,0,0,0,5.112242148,-2.999604019,1.980170061,-0.000625577,-0.015694842,0.01344821
4.997591659,-2.998554996,1.999036664,0.000240834,-0.0001445,9.63E-05,1,0,0,0,4.946899599,-3.054688831,2.002515042,-0.004830716,0.005201958,-0.006700405
4.997615743,-2.998569446,1.999046297,0.000238426,-0.000143055,9.54E-05,1,0,0,0,4.917107146,-2.949387671,2.096262404,0.010478113,0.013604168,-0.005943721
4.997639585,-2.998583751,1.999055834,0.000236041,-0.000141625,9.44E-05,1,0,0,0,4.988972954,-3.063233245,1.969761682,0.003282662,0.000701819,-0.012814621
4.99766319,-2.998597914,1.999065276,0.000233681,-0.000140209,9.35E-05,1,0,0,0,4.845016152,-3.108632892,2.159215259,0.003771142,0.010963472,-0.002230519
4.997686558,-2.998611935,1.999074623,0.000231344,-0.000138807,9.25E-05,1,0,0,0,4.841084845,-2.985801056,1.980110051,-0.016228749,-0.013481215,0.008855969
4.997709692,-2.998625815,1.999083877,0.000229031,-0.000137418,9.16E-05,1,0,0,0,5.121259454,-2.917487941,2.010456481,0.017412461,-0.005141439,0.00366243
4.997732595,-2.998639557,1.999093038,0.00022674,-0.000136044,9.07E-05,1,0,0,0,5.041152608,-2.963352842,1.923448379,0.007602442,-0.019305782,-0.013975999
4.997755269,-2.998653162,1.999102108,0.000224473,-0.000134684,8.98E-05,1,0,0,0,4.834250402,-3.016393661,1.846762255,-0.000311607,0.013566137,-0.017451636
4.997777717,-2.99866663,1.999111087,0.000222228,-0.000133337,8.89E-05,1,0,0,0,5.030819254,-2.963951765,1.898256038,0.006019319,0.004492525,-0.017657558
4.997799939,-2.998679964,1.999119976,0.000220006,-0.000132004,8.80E-05,1,0,0,0,4.969512294,-3.018593541,2.051727098,0.00061552,0.005072567,-0.001904805
4.99782194,-2.998693164,1.999128776,0.000217806,-0.000130684,8.71E-05,1,0,0,0,4.986058329,-3.006210136,1.887221907,0.017074874,-0.015680632,-0.020735181
4.997843721,-2.998706232,1.999137488,0.000215628,-0.000129377,8.63E-05,1,0,0,0,5.134559076,-3.071155679,1.860418146,0.006404101,-0.003553176,-0.020768446
4.997865283,-2.99871917,1.999146113,0.000213472,-0.000128083,8.54E-05,1,0,0,0,5.11236518,-3.032099757,1.971031864,-0.008151275,-0.001572942,0.009704664
4.997886631,-2.998731978,1.999154652,0.000211337,-0.000126802,8.45E-05,1,0,0,0,5.044825612,-2.92235658,1.994992069,-0.008661666,-0.006777302,0.003109466
4.997907764,-2.998744659,1.999163106,0.000209224,-0.000125534,8.37E-05,1,0,0,0,4.987965069,-2.877693354,1.966974553,0.007787129,0.011561661,0.022247181
4.997928687,-2.998757212,1.999171475,0.000207131,-0.000124279,8.29E-05,1,0,0,0,5.107638338,-3.049476318,2.035260639,-0.006183128,-6.49E-05,-0.001697457
4.9979494,-2.99876964,1.99917976,0.00020506,-0.000123036,8.20E-05,1,0,0,0,4.944385376,-2.856485567,1.891916425,-0.001379253,0.004314227,-0.026972175
4.997969906,-2.998781943,1.999187962,0.000203009,-0.000121806,8.12E-05,1,0,0,0,5.026313767,-3.05565985,1.923349946,0.001749482,0.003923586,-0.004902342
4.997990207,-2.998794124,1.999196083,0.000200979,-0.000120588,8.04E-05,1,0,0,0,4.986182384,-2.916077378,2.049704135,-0.028038088,0.004758189,0.001438994
4.998010305,-2.998806183,1.999204122,0.00019897,-0.000119382,7.96E-05,1,0,0,0,5.067177975,-3.231873827,2.002107117,-0.016779154,-0.019331869,0.001454642
4.998030202,-2.998818121,1.999212081,0.00019698,-0.000118188,7.88E-05,1,0,0,0,5.017612904,-3.151260111,1.915902678,0.010806466,0.027314447,-0.014446291
4.9980499,-2.99882994,1.99921996,0.00019501,-0.000117006,7.80E-05,1,0,0,0,4.929677167,-2.993069687,1.961312187,-0.001452704,0.002659751,0.011842249
4.998069401,-2.99884164,1.99922776,0.00019306,-0.000115836,7.72E-05,1,0,0,0,5.185131439,-3.265609015,2.054070008,-0.005160985,-0.009236858,-0.001026432
4.998088707,-2.998853224,1.999235483,0.000191129,-0.000114678,7.65E-05,1,0,0,0,4.897925868,-2.884890349,1.95430851,0.019439172,0.022680193,-0.003552718
4.998107819,-2.998864692,1.999243128,0.000189218,-0.000113531,7.57E-05,1,0,0,0,4.93879226,-2.979340482,1.880232447,0.000514401,0.008831725,0.002215593
4.998126741,-2.998876045,1.999250697,0.000187326,-0.000112396,7.49E-05,1,0,0,0,5.013942955,-3.209601445,2.098473526,0.006746633,0.002647981,0.001553135
4.998145474,-2.998887284,1.99925819,0.000185453,-0.000111272,7.42E-05,1,0,0,0,5.029061938,-2.996714374,1.887382089,0.005648576,0.00296407,0.001362513
4.998164019,-2.998898411,1.999265608,0.000183598,-0.000110159,7.34E-05,1,0,0,0,5.04021671,-2.936390693,1.980671682,0.004140995,0.000877949,0.009196116
4.998182379,-2.998909427,1.999272952,0.000181762,-0.000109057,7.27E-05,1,0,0,0,4.978557356,-2.932363088,1.889280188,-0.014598789,0.007763411,-0.005953653
4.998200555,-2.998920333,1.999280222,0.000179944,-0.000107967,7.20E-05,1,0,0,0,4.942142437,-3.152391777,2.097359787,0.003652577,0.009435423,0.002315685
4.99821855,-2.99893113,1.99928742,0.000178145,-0.000106887,7.13E-05,1,0,0,0,5.140294387,-2.974357063,2.06546193,-0.007920471,-0.00062531,-0.003399867
4.998236364,-2.998941818,1.999294546,0.000176364,-0.000105818,7.05E-05,1,0,0,0,4.932639598,-2.881706499,2.021223148,-0.010101435,0.00341973,-0.016290942
4.998254,-2.9989524,1.9993016,0.0001746,-0.00010476,6.98E-05,1,0,0,0,4.929820948,-2.90268964,1.834682644,-0.00571386,0.001166415,0.00425767
4.99827146,-2.998962876,1.999308584,0.000172854,-0.000103712,6.91E-05,1,0,0,0,5.112271547,-2.93102258,2.080730846,-0.00857212,-0.023149033,-0.006223477
4.998288746,-2.998973248,1.999315498,0.000171125,-0.000102675,6.85E-05,1,0,0,0,4.825456445,-3.138607842,1.819035625,0.007368415,0.006522086,0.000360412
4.998305858,-2.998983515,1.999322343,0.000169414,-0.000101648,6.78E-05,1,0,0,0,5.136891515,-3.090505392,1.985126035,0.003397223,-0.00429538,0.007058263
4.9983228,-2.99899368,1.99932912,0.00016772,-0.000100632,6.71E-05,1,0,0,0,5.155496599,-3.093304846,1.873039341,0.003116028,0.007018369,-0.008804224
4.998339572,-2.999003743,1.999335829,0.000166043,-9.96E-05,6.64E-05,1,0,0,0,5.115536654,-3.211689854,1.912080559,-0.006855039,0.005765682,0.0138542
4.998356176,-2.999013706,1.99934247,0.000164382,-9.86E-05,6.58E-05,1,0,0,0,4.974361361,-3.004092414,2.010341896,0.011945448,-0.0070698,-0.016797823
